Episode,Steps,Reward,Success,Collision,Timeout,Moving_Success_Rate_50Ep,Epsilon,Avg_Loss
486,225,24.2576,1,0,0,0.08,0.05,0.373928
487,250,7.7931,0,0,1,0.08,0.05,0.407921
488,250,5.6007,0,0,1,0.08,0.05,0.476555
489,250,1.0726,0,0,1,0.08,0.05,0.535883
490,250,18.7378,0,0,1,0.06,0.05,0.344738
491,250,-5.4223,0,0,1,0.04,0.05,2.039659
492,203,25.8314,1,0,0,0.06,0.05,0.424161
493,250,8.8754,0,0,1,0.06,0.05,0.431369
494,91,-15.6118,0,1,0,0.06,0.05,0.400803
495,155,-15.8487,0,1,0,0.06,0.05,0.470886
496,250,19.7213,0,0,1,0.06,0.05,0.834531
497,250,-10.1869,0,0,1,0.06,0.05,0.66551
498,250,4.4915,0,0,1,0.06,0.05,0.554823
499,250,8.4148,0,0,1,0.06,0.05,0.571866
500,250,-2.9145,0,0,1,0.06,0.05,0.3919
